animal_id,shelter_name,area,breed,is_mixed_breed,sex,body_type,color,age_class,sterilized,photo_url,found_place,open_date,shelter_address,shelter_tel
26907,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,虎斑色,ADULT,T,https://www.pet.gov.tw/upload/pic/2bb1b3f0-7fbf-4e3b-a389-fe14aa6bad44.JPG,南投縣草屯鎮,2015-11-27,南投縣南投市嶺興路36-1號,(049)2225440
26849,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,虎斑色,ADULT,T,https://www.pet.gov.tw/upload/pic/c06fe373-bf4a-4544-b654-d8ccb4c944ab.JPG,南投縣國姓鄉,2017-07-24,南投縣南投市嶺興路36-1號,(049)2225440
26843,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/ab63b3f0-d815-467c-b507-fafbc8f14e3c.JPG,同德家商,2017-12-01,南投縣南投市嶺興路36-1號,(049)2225440
202864,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,黑白色,ADULT,F,https://www.pet.gov.tw/upload/pic/5334eac3-d593-4757-8bbd-1c43ff03576d.JPG,南投縣竹山鎮社寮里大公路,2021-05-17,南投縣南投市嶺興路36-1號,(049)2225440
74609,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,SMALL,黃虎斑色,ADULT,T,https://www.pet.gov.tw/upload/pic/3cf9f989-dd51-4c18-a056-816b14bd7985.JPG,南投縣集集鎮,2018-12-04,南投縣南投市嶺興路36-1號,(049)2225440
113957,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/de8fdb0d-d9ff-469b-959f-16b3edeacdfb.JPG,南投縣集集鎮,2019-08-20,南投縣南投市嶺興路36-1號,(049)2225440
26715,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,虎斑色,ADULT,T,https://www.pet.gov.tw/upload/pic/6dc93e38-424c-424c-aba9-7a8b77b4328f.JPG,南投縣南投市,2017-07-28,南投縣南投市嶺興路36-1號,(049)2225440
247390,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/e4db910f-d6d8-431b-879a-c50148c39941.JPG,南投縣竹山鎮大明路,2022-04-15,南投縣南投市嶺興路36-1號,(049)2225440
180892,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,黑黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/c165d482-4584-49ed-8108-b13513587efd.JPG,南投縣竹山鎮延祥里集山路三段,2020-10-19,南投縣南投市嶺興路36-1號,(049)2225440
361295,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/1717832319427.png,彰南路一段,2024-06-07,南投縣南投市嶺興路36-1號,(049)2225440
228641,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,黑灰色,ADULT,T,https://www.pet.gov.tw/upload/pic/82a4d530-725f-4728-ad1f-770010d65ee4.JPG,南投縣名間鄉新街村彰南路,2021-10-27,南投縣南投市嶺興路36-1號,(049)2225440
353441,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,米色,ADULT,T,https://www.pet.gov.tw/upload/pic/1712800351561.png,南投縣埔里鎮珠格里珠生路,2024-04-10,南投縣南投市嶺興路36-1號,(049)2225440
241491,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/ca43dc39-2aa9-48ae-88b8-9e9a1989adf4.JPG,南投縣草屯鎮雙冬里中正路,2022-02-07,南投縣南投市嶺興路36-1號,(049)2225440
204164,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/74f66202-04a2-4fd5-92c9-c537e83d99c3.JPG,南投縣南投市嶺興路,2021-04-26,南投縣南投市嶺興路36-1號,(049)2225440
461070,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,F,MEDIUM,黑黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/1784256965831.png,斗苑路167號,2026-07-25,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
28604,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/c752da75-a060-4a10-83d1-4bc552135820.JPG,南投縣名間鄉,2016-06-14,南投縣南投市嶺興路36-1號,(049)2225440
26698,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/a1e70834-334b-437c-b70c-737a0f428f05.JPG,南投縣南投市,2016-10-11,南投縣南投市嶺興路36-1號,(049)2225440
28387,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,米色,ADULT,T,https://www.pet.gov.tw/upload/pic/ea5ee952-7412-4252-992b-0850997493eb.JPG,南投縣南投市,2017-06-30,南投縣南投市嶺興路36-1號,(049)2225440
28205,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,白色,ADULT,T,https://www.pet.gov.tw/upload/pic/57e45338-680d-4d29-8bcf-2db0f1f87fff.JPG,南投縣南投市,2016-11-01,南投縣南投市嶺興路36-1號,(049)2225440
28435,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/1682302402243.png,南投縣南投市,2017-04-28,南投縣南投市嶺興路36-1號,(049)2225440
414079,桃園市動物保護教育園區,桃園市動物保護教育園區,混種犬,1,M,SMALL,黃色,CHILD,F,https://www.pet.gov.tw/upload/pic/1752303226056.png,寶山里寶山街,2025-07-12,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
402387,南投縣公立動物收容所,南投縣公立動物收容所,比特犬,0,M,MEDIUM,棕色,ADULT,T,https://www.pet.gov.tw/upload/pic/1745290036164.png,虎門巷,2025-04-30,南投縣南投市嶺興路36-1號,(049)2225440
28445,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/1682302356171.png,南投縣鹿谷鄉,2017-03-31,南投縣南投市嶺興路36-1號,(049)2225440
434324,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/1765331263806.png,嶺興路,2025-12-09,南投縣南投市嶺興路36-1號,(049)2225440
404741,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/1746665545089.png,枇杷路地母廟,2025-05-07,南投縣南投市嶺興路36-1號,(049)2225440
305235,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/1682476073990.png,南投縣埔里鎮南村里南村路,2023-04-25,南投縣南投市嶺興路36-1號,(049)2225440
264879,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/c65aaa33-a05f-4a2e-adbb-5c8b723ce86e.JPG,南投縣南投市八卦路,2022-08-01,南投縣南投市嶺興路36-1號,(049)2225440
264876,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/0be6b5a3-6d29-48c0-a96f-6a5c5e1dca9b.JPG,南投縣南投市八卦路,2022-08-01,南投縣南投市嶺興路36-1號,(049)2225440
190739,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/186e94e2-1c0d-435d-b062-7616b96c8a70.JPG,南投縣南投市內興里,2020-12-31,南投縣南投市嶺興路36-1號,(049)2225440
28395,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,F,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/b785a066-32c7-47a5-97c7-02005c325cfb.JPG,南投縣草屯鎮,2016-08-29,南投縣南投市嶺興路36-1號,(049)2225440
28342,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,黑黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/a1ba52fc-c3cd-4e8e-baf9-4d8ce0f0fce7.JPG,南投縣埔里鎮,2017-05-24,南投縣南投市嶺興路36-1號,(049)2225440
26441,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/76a464bf-10ca-4f20-b1eb-a5fd19bf94f8.JPG,南投縣中寮鄉,2016-07-29,南投縣南投市嶺興路36-1號,(049)2225440
26695,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/f36a6603-03d1-44ea-b587-c3e8579f0baa.JPG,南投縣南投市,2015-12-10,南投縣南投市嶺興路36-1號,(049)2225440
287991,臺北市動物之家,臺北市動物之家,混種犬,1,F,MEDIUM,黑棕色,ADULT,T,https://www.pet.gov.tw/upload/pic/1671088930216.png,重慶里承德路三段,2023-11-13,臺北市內湖區安美街191號,(02)87913254
349321,臺北市動物之家,臺北市動物之家,混種犬,1,M,MEDIUM,黑棕色,ADULT,F,https://www.pet.gov.tw/upload/pic/1709884696386.png,三重里惠民街,2024-09-04,臺北市內湖區安美街191號,(02)87913254
28441,南投縣公立動物收容所,南投縣公立動物收容所,混種犬,1,M,MEDIUM,黑白色,ADULT,T,https://www.pet.gov.tw/upload/pic/0e33363c-3472-47d8-a995-19077f47e4b7.JPG,南投縣南投市,2015-11-13,南投縣南投市嶺興路36-1號,(049)2225440
461927,桃園市動物保護教育園區,桃園市動物保護教育園區,波音達指示犬(英系),0,F,BIG,黑白色,ADULT,F,https://www.pet.gov.tw/upload/pic/1784794246587.png,,,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
461918,桃園市動物保護教育園區,桃園市動物保護教育園區,波音達指示犬(英系),0,M,BIG,黑白色,ADULT,F,https://www.pet.gov.tw/upload/pic/1784793783715.png,,,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
462156,桃園市動物保護教育園區,桃園市動物保護教育園區,混種犬,1,F,SMALL,灰色,ADULT,N,https://www.pet.gov.tw/upload/pic/1784957868649.png,中央路,,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
462140,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,M,SMALL,黃色,CHILD,N,https://www.pet.gov.tw/upload/pic/1784946099673.png,富農路芳富段580地號附近,2026-07-25,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
184009,桃園市動物保護教育園區,桃園市動物保護教育園區,混種犬,1,F,SMALL,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/b505e5d9-0229-483a-8a6e-ed153cd8cd93.JPG,豐野里富聯路２２１巷,2020-11-12,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
462154,臺南市動物之家善化站,臺南市動物之家善化站,混種犬,1,M,BIG,黑色,ADULT,N,https://www.pet.gov.tw/upload/pic/1784954646438.png,,2026-07-25,臺南市善化區昌隆里東勢寮1-19號,(06)5832399
69382,桃園市動物保護教育園區,桃園市動物保護教育園區,混種犬,1,F,MEDIUM,黑色,ADULT,F,https://www.pet.gov.tw/upload/pic/3e18c3b3-837e-4dbd-af41-25a55d108955.JPG,中壢區洽溪里聖德路二段,2026-07-07,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
78667,桃園市動物保護教育園區,桃園市動物保護教育園區,混種犬,1,M,MEDIUM,虎斑色,ADULT,F,https://www.pet.gov.tw/upload/pic/d5246a3d-7bf6-4c15-b2c8-364e40a0cba8.JPG,月眉里環保路７５２巷,2019-01-05,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
213153,桃園市動物保護教育園區,桃園市動物保護教育園區,混種犬,1,M,MEDIUM,黑黃色,ADULT,F,https://www.pet.gov.tw/upload/pic/2104fe58-1fb0-4ebe-ba8b-8a60b1df3df8.jpg,觀音里三民路,2026-07-06,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
298376,桃園市動物保護教育園區,桃園市動物保護教育園區,混種犬,1,M,BIG,黑黃色,ADULT,F,https://www.pet.gov.tw/upload/pic/1678340982556.png,過嶺里福祥路４５８巷,2026-07-25,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
126840,桃園市動物保護教育園區,桃園市動物保護教育園區,混種犬,1,F,MEDIUM,黑色,ADULT,F,https://www.pet.gov.tw/upload/pic/59a0238f-3236-4c68-aacb-079db7295512.JPG,大興里重慶街１８８巷３９弄,2026-05-16,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
377009,桃園市動物保護教育園區,桃園市動物保護教育園區,混種犬,1,M,SMALL,黑色,CHILD,F,https://www.pet.gov.tw/upload/pic/1728450350819.png,蚵間里東福路三段,2024-10-09,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
451320,臺北市動物之家,臺北市動物之家,瑪爾濟斯犬,0,M,SMALL,白色,ADULT,N,https://www.pet.gov.tw/upload/pic/1777875262587.png,日祥里萬大路423巷(原拾獲地:馬場町公園),2026-06-07,臺北市內湖區安美街191號,(02)87913254
462007,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,F,SMALL,黃白色,CHILD,N,https://www.pet.gov.tw/upload/pic/1784860604404.png,富農路芳富段580地號附近,2026-07-24,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
462013,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,F,SMALL,黑黃色,CHILD,N,https://www.pet.gov.tw/upload/pic/1784860760730.png,囝興街天和宮廣場,2026-07-24,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
459277,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,日本狐狸犬,0,M,MEDIUM,黃白色,ADULT,T,https://www.pet.gov.tw/upload/pic/1782874817209.png,,2026-07-21,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
458838,基隆市寵物銀行,基隆市寵物銀行,混種犬,1,M,MEDIUM,黑色,ADULT,N,https://www.pet.gov.tw/upload/pic/1782549262262.png,,2026-06-27,基隆市七堵區大華三路45-12號(欣欣安樂園旁),(02)24560148
458740,基隆市寵物銀行,基隆市寵物銀行,混種犬,1,F,BIG,黑白色,ADULT,T,https://www.pet.gov.tw/upload/pic/1782443337573.png,月眉路,2026-06-26,基隆市七堵區大華三路45-12號(欣欣安樂園旁),(02)24560148
462010,基隆市寵物銀行,基隆市寵物銀行,哈士奇(西伯利亞雪橇犬),0,M,BIG,黑白色,ADULT,F,https://www.pet.gov.tw/upload/pic/1784861923678.png,信二路,,基隆市七堵區大華三路45-12號(欣欣安樂園旁),(02)24560148
410627,澎湖縣流浪動物收容中心,澎湖縣流浪動物收容中心,混種犬,1,M,BIG,黑白色,ADULT,T,https://www.pet.gov.tw/upload/pic/1750730864062.png,喜來登前,2025-07-04,澎湖縣馬公市烏崁里260、261號,(06)9213559
372555,澎湖縣流浪動物收容中心,澎湖縣流浪動物收容中心,混種犬,1,M,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/1726718153923.png,機場往烏崁路上,2024-09-11,澎湖縣馬公市烏崁里260、261號,(06)9213559
395638,澎湖縣流浪動物收容中心,澎湖縣流浪動物收容中心,混種犬,1,M,MEDIUM,黑白色,ADULT,T,https://www.pet.gov.tw/upload/pic/1740626829463.png,案山大廟,2025-03-12,澎湖縣馬公市烏崁里260、261號,(06)9213559
373475,澎湖縣流浪動物收容中心,澎湖縣流浪動物收容中心,混種犬,1,F,MEDIUM,黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/1725952409446.png,許進洽羊舍路上,2024-09-25,澎湖縣馬公市烏崁里260、261號,(06)9213559
462003,新北市板橋區公立動物之家,新北市板橋區公立動物之家,混種犬,1,F,MEDIUM,黑色,CHILD,F,https://www.pet.gov.tw/upload/pic/1784860467130.png,三峽區隆恩街241號,2026-07-24,新北市板橋區板城路28-1號,(02)89662158
460155,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,F,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/1783494636922.png,鹿港體育場,2026-07-28,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
460611,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,F,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/1783995807415.png,雙義路、高鐵東二路,2026-07-28,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
459498,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,F,MEDIUM,黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/1782977529314.png,花橋街173號,2026-07-28,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
458775,新北市五股區公立動物之家,新北市五股區公立動物之家,混種犬,1,M,MEDIUM,虎斑色,ADULT,F,https://www.pet.gov.tw/upload/pic/1782457887758.png,五股區五股成泰路三段557號,2026-07-08,新北市五股區外寮路9-9號,(02)82925265
437631,新北市五股區公立動物之家,新北市五股區公立動物之家,混種犬,1,M,MEDIUM,黑色,ADULT,T,https://www.pet.gov.tw/upload/pic/1767673026796.png,五股區外寮路,2026-01-06,新北市五股區外寮路9-9號,(02)82925265
460613,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,F,MEDIUM,虎斑色,ADULT,T,https://www.pet.gov.tw/upload/pic/1783995864807.png,雙義路、高鐵東二路,2026-07-28,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
460607,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,F,MEDIUM,黑黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/1783995518278.png,石坑一巷,2026-07-28,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
456053,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,F,MEDIUM,棕色,ADULT,T,https://www.pet.gov.tw/upload/pic/1780449352555.png,,2026-07-28,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
460747,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,M,MEDIUM,棕白色,ADULT,T,https://www.pet.gov.tw/upload/pic/1784079867505.png,福建路326號附近,2026-07-28,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
460823,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,M,MEDIUM,黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/1784087439576.png,北勢路4之1號,2026-07-28,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
460819,彰化縣流浪狗中途之家臨時收容所,彰化縣流浪狗中途之家臨時收容所,混種犬,1,M,MEDIUM,黃色,ADULT,T,https://www.pet.gov.tw/upload/pic/1784087348796.png,北勢路4之1號,2026-07-28,"彰化縣芳苑鄉文津段436-4地號（座標緯度及經度：23.932676, 120.367307）",(09)
